Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at
https://homestars.com/on/montreal/patios-decks,4,https://homestars.com/on/montreal/patios-decks,Decks,2855451,NA,/companies/2855451-the-deck-masters?searched_category_id=412&service_area=1978135,NA,the-deck-masters,2014-06-20T14:19:57.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1917881,The Deck Masters,0,0,0,NA,"Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,",0,FALSE,0,0,0,0,FALSE,d9f36158d0e770c90c5b0d822134d4dc33b0f4d2,FALSE,FALSE,FALSE,1978135,-1.0,412,NA,NA,NA
https://homestars.com/on/montreal/patios-decks,4,https://homestars.com/on/montreal/patios-decks,Decks,2802374,NA,/companies/2802374-patio-deck-art-design?searched_category_id=412&service_area=1867786,NA,patio-deck-art-design,2012-10-22T07:39:04.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1865375,Patio Deck Art Design   No Longer In Business,0,0,0,NA,"Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,",0,FALSE,0,0,0,NA,FALSE,6cb05b32ce50b3cea8ed00a52e89b2a39dca8820,FALSE,FALSE,FALSE,1867786,-1.0,412,NA,NA,NA
https://homestars.com/on/montreal/patios-decks,4,https://homestars.com/on/montreal/patios-decks,Decks,2965742,NA,/companies/2965742-terrasse-de-luxe-inc?searched_category_id=412&service_area=2274713,NA,terrasse-de-luxe-inc,2022-03-10T19:59:13.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2027672,Terrasse de Luxe Inc. ,0,0,1,NA,"Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,",0,FALSE,0,0,2,0,FALSE,771b1308f1ec85cb871260e34e8b1e4405fa2afc,FALSE,FALSE,FALSE,2274713,0,412,NA,NA,2022-03-10T19:59:47.000-05:00
https://homestars.com/on/montreal/patios-decks,4,https://homestars.com/on/montreal/patios-decks,Decks,2786757,NA,/companies/2786757-bois-exotique-ipe-exotic-wood?searched_category_id=412&service_area=1844259,NA,bois-exotique-ipe-exotic-wood,2011-04-14T13:51:50.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1849809,Bois Exotique (Ipe) Exotic Wood,0,0,0,NA,"Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,",0,FALSE,0,0,0,NA,FALSE,a48edb516d7a6d8a7813d085d4a73353c88f0943,FALSE,FALSE,FALSE,1844259,0,412,NA,NA,2011-04-14T13:51:51.000-04:00
